Area Code (M49),Area,Year,avg_income_small,avg_income_large,small_scale_productivity,large_scale_productivity,undernourished_people,food_insecurity_people,local_breed,agriculture_gdp,agriculture_government,agriculture_orientation_government,ifpa_food_cpi
643,Russian Federation,2008,,,,,,,178.0,3.72,1.57,0.42,
643,Russian Federation,2009,,,,,,,178.0,4.05,1.65,0.41,
643,Russian Federation,2010,,,,,,,178.0,3.31,1.46,0.44,-0.15
643,Russian Federation,2011,,,,,,,178.0,3.15,1.32,0.42,-0.02
643,Russian Federation,2012,,,,,,,178.0,2.93,1.23,0.42,-0.53
643,Russian Federation,2013,,,,,,,178.0,2.99,1.4,0.47,-0.34
643,Russian Federation,2014,,,,,,,178.0,3.36,1.22,0.36,0.71
643,Russian Federation,2015,,,,,,9973.3,178.0,3.87,1.31,0.34,1.1
643,Russian Federation,2016,,,,,,10679.2,178.0,3.84,1.35,0.35,-0.67
643,Russian Federation,2017,,,,,,9502.9,178.0,3.55,1.33,0.37,-0.6
643,Russian Federation,2018,,,,,,8457.3,178.0,3.39,1.34,0.39,-0.42
643,Russian Federation,2019,,,,,,7218.5,178.0,3.53,1.25,0.35,0.16
643,Russian Federation,2020,,,,,,6590.9,178.0,4.0,1.06,0.27,0.35
643,Russian Federation,2021,,,,,,5764.799999999999,178.0,3.8,1.21,0.32,0.87
643,Russian Federation,2022,,,,,,5543.9,178.0,3.83,1.17,0.31,0.12
643,Russian Federation,2023,,,,,,,178.0,,,,-0.76
643,Russian Federation,2024,,,,,,,178.0,,,,
646,Rwanda,2000,,,,,,,,,,,
646,Rwanda,2001,,,,,3.1,,,31.8,,,
646,Rwanda,2002,,,,,2.9,,,30.16,,,
646,Rwanda,2003,,,,,2.9,,,33.04,,,
646,Rwanda,2004,,,,,3.2,,,33.89,,,
646,Rwanda,2005,,,,,3.3,,,33.8,,,
646,Rwanda,2006,,,,,3.4,,10.0,30.04,,,
646,Rwanda,2007,,,,,3.5,,10.0,26.07,,,
646,Rwanda,2008,,,,,3.6,,10.0,24.8,,,
646,Rwanda,2009,,,,,3.6,,10.0,25.38,,,
646,Rwanda,2010,,,,,3.7,,10.0,24.32,3.91,0.16,-1.05
646,Rwanda,2011,,,,,3.7,,10.0,23.84,6.3,0.26,-0.5
646,Rwanda,2012,,,,,3.9,,10.0,24.79,4.69,0.19,0.86
646,Rwanda,2013,,,,,4,,10.0,24.93,,,0.13
646,Rwanda,2014,377.06,1248.47,,,4,,10.0,24.7,,,-0.68
646,Rwanda,2015,,,,,4,,10.0,24.0,,,0.04
646,Rwanda,2016,,,,,4,,10.0,25.17,2.95,0.12,0.84
646,Rwanda,2017,,,,,4.1,,10.0,26.35,3.03,0.11,0.13
646,Rwanda,2018,,,,,4.2,,10.0,24.62,3.75,0.15,-2.17
646,Rwanda,2019,,,,,4.5,,10.0,23.55,5.07,0.22,0.23
646,Rwanda,2020,,,,,4.6,,10.0,26.63,3.67,0.14,0.5
646,Rwanda,2021,,,,,4.5,,10.0,24.06,3.58,0.15,-1.02
646,Rwanda,2022,,,,,4.3,,12.0,24.86,3.29,0.13,1.74
646,Rwanda,2023,,,,,,,17.0,,,,1.43
646,Rwanda,2024,,,,,,,19.0,,,,
659,Saint Kitts and Nevis,2000,,,,,,,,,,,
659,Saint Kitts and Nevis,2001,,,,,,,2.0,1.66,,,
659,Saint Kitts and Nevis,2002,,,,,,,2.0,1.72,,,
659,Saint Kitts and Nevis,2003,,,,,,,2.0,1.73,,,
659,Saint Kitts and Nevis,2004,,,,,,,2.0,1.71,,,
659,Saint Kitts and Nevis,2005,,,,,,,2.0,1.58,,,
659,Saint Kitts and Nevis,2006,,,,,,,19.0,1.14,,,
659,Saint Kitts and Nevis,2007,,,,,,,19.0,1.11,,,
659,Saint Kitts and Nevis,2008,,,,,,,19.0,1.22,,,
659,Saint Kitts and Nevis,2009,,,,,,,19.0,1.12,,,
659,Saint Kitts and Nevis,2010,,,,,,,19.0,1.27,,,0.71
659,Saint Kitts and Nevis,2011,,,,,,,19.0,1.34,,,0.91
659,Saint Kitts and Nevis,2012,,,,,,,19.0,1.16,,,-0.25
659,Saint Kitts and Nevis,2013,,,,,,,19.0,1.08,,,-0.44
659,Saint Kitts and Nevis,2014,,,,,,,19.0,0.94,,,-1.1
659,Saint Kitts and Nevis,2015,,,,,,,19.0,0.85,2.17,2.55,-4.86
659,Saint Kitts and Nevis,2016,,,,,,,19.0,0.79,2.14,2.71,-1.09
659,Saint Kitts and Nevis,2017,,,,,,,19.0,0.9,2.32,2.59,0.23
659,Saint Kitts and Nevis,2018,,,,,,,19.0,0.91,2.11,2.31,0.89
659,Saint Kitts and Nevis,2019,,,,,,,19.0,0.89,2.11,2.37,0.57
659,Saint Kitts and Nevis,2020,,,,,,,19.0,1.11,3.89,3.49,0.22
659,Saint Kitts and Nevis,2021,,,,,,,19.0,1.42,2.08,1.46,0.01
659,Saint Kitts and Nevis,2022,,,,,,,19.0,1.31,2.22,1.69,1.55
659,Saint Kitts and Nevis,2023,,,,,,,19.0,,,,0.02
659,Saint Kitts and Nevis,2024,,,,,,,19.0,,,,
660,Anguilla,2010,,,,,,,,,,,-2.42
660,Anguilla,2011,,,,,,,,,,,-0.53
660,Anguilla,2012,,,,,,,,,,,-0.34
660,Anguilla,2013,,,,,,,,,,,-0.09
660,Anguilla,2014,,,,,,,,,,,0.01
660,Anguilla,2015,,,,,,,,,,,-0.54
660,Anguilla,2016,,,,,,,,,,,-0.7
660,Anguilla,2017,,,,,,,,,,,-0.6
660,Anguilla,2018,,,,,,,,,,,-0.21
660,Anguilla,2019,,,,,,,,,,,0.1
660,Anguilla,2020,,,,,,,,,,,0.04
660,Anguilla,2021,,,,,,,,,,,0.29
660,Anguilla,2022,,,,,,,,,,,1.75
660,Anguilla,2023,,,,,,,,,,,1.14
662,Saint Lucia,2000,,,,,,,,,,,
662,Saint Lucia,2001,,,,,,,,4.14,,,
662,Saint Lucia,2002,,,,,,,,4.59,,,
662,Saint Lucia,2003,,,,,,,,3.89,,,
662,Saint Lucia,2004,,,,,,,,3.72,,,
662,Saint Lucia,2005,,,,,,,,2.9,,,
662,Saint Lucia,2006,,,,,,,7.0,2.98,,,
662,Saint Lucia,2007,,,,,,,7.0,2.91,,,
662,Saint Lucia,2008,,,,,,,7.0,3.59,,,
662,Saint Lucia,2009,,,,,,,7.0,3.65,,,
662,Saint Lucia,2010,,,,,,,7.0,2.7,,,-2.82
662,Saint Lucia,2011,,,,,,,7.0,2.34,,,-0.04
662,Saint Lucia,2012,,,,,,,7.0,2.37,,,0.79
662,Saint Lucia,2013,,,,,,,7.0,2.63,,,0.57
662,Saint Lucia,2014,,,,,,,7.0,2.22,,,-0.47
662,Saint Lucia,2015,,,,,,,7.0,2.16,,,-0.44
662,Saint Lucia,2016,,,,,,,7.0,2.08,3.85,1.85,-0.19
662,Saint Lucia,2017,,,,,,,7.0,1.65,2.73,1.65,-0.67
662,Saint Lucia,2018,,,,,,,7.0,1.79,2.1,1.17,0.36
662,Saint Lucia,2019,,,,,,,7.0,2.11,2.22,1.05,0.34
662,Saint Lucia,2020,,,,,,,13.0,2.24,2.58,1.15,0.1
662,Saint Lucia,2021,,,,,,,13.0,1.88,2.0,1.07,-1.07
662,Saint Lucia,2022,,,,,,,13.0,1.75,2.15,1.23,-0.3
662,Saint Lucia,2023,,,,,,,13.0,,,,0.65
662,Saint Lucia,2024,,,,,,,13.0,,,,
670,Saint Vincent and the Grenadines,2001,,,,,<0.1,,,6.85,,,
670,Saint Vincent and the Grenadines,2002,,,,,<0.1,,,6.99,,,
670,Saint Vincent and the Grenadines,2003,,,,,<0.1,,,6.1,,,
670,Saint Vincent and the Grenadines,2004,,,,,<0.1,,,5.85,,,
670,Saint Vincent and the Grenadines,2005,,,,,<0.1,,,6.6,,,
670,Saint Vincent and the Grenadines,2006,,,,,<0.1,,,6.15,,,
670,Saint Vincent and the Grenadines,2007,,,,,<0.1,,,5.96,,,
670,Saint Vincent and the Grenadines,2008,,,,,<0.1,,,6.04,,,
670,Saint Vincent and the Grenadines,2009,,,,,<0.1,,,6.35,,,
670,Saint Vincent and the Grenadines,2010,,,,,<0.1,,,6.27,,,-0.95
670,Saint Vincent and the Grenadines,2011,,,,,<0.1,,,6.33,,,-0.58
670,Saint Vincent and the Grenadines,2012,,,,,<0.1,,,6.15,,,-0.08
670,Saint Vincent and the Grenadines,2013,,,,,<0.1,,,6.54,,,0.34
670,Saint Vincent and the Grenadines,2014,,,,,<0.1,,,6.55,2.53,0.39,0.07
670,Saint Vincent and the Grenadines,2015,,,,,<0.1,,,6.26,2.57,0.41,-0.5
670,Saint Vincent and the Grenadines,2016,,,,,<0.1,,,6.75,2.23,0.33,0.21
670,Saint Vincent and the Grenadines,2017,,,,,<0.1,,,6.74,2.18,0.32,-0.55
670,Saint Vincent and the Grenadines,2018,,,,,<0.1,,,7.11,2.19,0.31,-0.56
670,Saint Vincent and the Grenadines,2019,,,,,<0.1,,,7.01,2.0,0.28,-0.32
670,Saint Vincent and the Grenadines,2020,,,,,<0.1,,,8.57,2.52,0.29,1.15
670,Saint Vincent and the Grenadines,2021,,,,,<0.1,,,6.53,,,0.02
670,Saint Vincent and the Grenadines,2022,,,,,<0.1,,,5.69,,,2.15
670,Saint Vincent and the Grenadines,2023,,,,,,,,,,,1.61
674,San Marino,2001,,,,,,,,0.03,,,
674,San Marino,2002,,,,,,,,0.03,,,
674,San Marino,2003,,,,,,,,0.03,,,
674,San Marino,2004,,,,,,,,0.03,,,
674,San Marino,2005,,,,,,,,0.03,,,
674,San Marino,2006,,,,,,,,0.02,,,
674,San Marino,2007,,,,,,,,0.02,,,
674,San Marino,2008,,,,,,,,0.02,,,
674,San Marino,2009,,,,,,,,0.02,,,
674,San Marino,2010,,,,,,,,0.02,,,0.14
674,San Marino,2011,,,,,,,,0.02,,,0.15
674,San Marino,2012,,,,,,,,0.02,,,-1.71
674,San Marino,2013,,,,,,,,0.02,,,0.11
674,San Marino,2014,,,,,,,,0.03,,,-0.91
674,San Marino,2015,,,,,,,,0.02,,,0.24
674,San Marino,2016,,,,,,,,0.01,,,-0.94
674,San Marino,2017,,,,,,,,0.02,,,-0.58
674,San Marino,2018,,,,,,,,0.02,,,0.43
674,San Marino,2019,,,,,,,,0.02,,,-0.09
674,San Marino,2020,,,,,,,,0.01,,,0.11
674,San Marino,2021,,,,,,,,0.01,,,-0.6
674,San Marino,2022,,,,,,,,0.01,,,1.68
674,San Marino,2023,,,,,,,,,,,0.96
678,Sao Tome and Principe,2000,,,,,,,,,,,
678,Sao Tome and Principe,2001,,,,,<0.1,,,20.64,,,
678,Sao Tome and Principe,2002,,,,,<0.1,,,22.1,5.77,0.26,
678,Sao Tome and Principe,2003,,,,,<0.1,,,21.5,5.91,0.28,
678,Sao Tome and Principe,2004,,,,,<0.1,,,20.63,6.08,0.29,
678,Sao Tome and Principe,2005,,,,,<0.1,,,18.43,5.79,0.31,
678,Sao Tome and Principe,2006,,,,,<0.1,,6.0,18.21,4.83,0.27,
678,Sao Tome and Principe,2007,,,,,<0.1,,6.0,18.83,6.79,0.36,
678,Sao Tome and Principe,2008,,,,,<0.1,,6.0,9.48,7.48,0.79,
678,Sao Tome and Principe,2009,,,,,<0.1,,6.0,10.81,3.95,0.37,
678,Sao Tome and Principe,2010,,,,,<0.1,,6.0,11.26,3.34,0.3,-0.86
678,Sao Tome and Principe,2011,,,,,<0.1,,6.0,11.3,3.2,0.28,-1.1
678,Sao Tome and Principe,2012,,,,,<0.1,,6.0,11.5,9.98,0.87,-0.64
678,Sao Tome and Principe,2013,,,,,<0.1,,6.0,11.87,11.83,1.0,-0.66
678,Sao Tome and Principe,2014,,,,,<0.1,,6.0,11.38,9.4,0.83,-0.86
678,Sao Tome and Principe,2015,,,,,<0.1,,6.0,11.95,4.33,0.36,-1.22
678,Sao Tome and Principe,2016,,,,,<0.1,,6.0,11.4,4.02,0.35,-2.32
678,Sao Tome and Principe,2017,,,,,<0.1,,6.0,10.88,4.57,0.42,0.2
678,Sao Tome and Principe,2018,,,,,<0.1,,6.0,11.12,7.74,0.7,0.12
678,Sao Tome and Principe,2019,,,,,<0.1,,6.0,12.29,4.2,0.34,0.21
678,Sao Tome and Principe,2020,,,,,<0.1,,6.0,13.99,3.36,0.24,0.76
678,Sao Tome and Principe,2021,,,,,<0.1,,6.0,12.47,3.74,0.3,0.16
678,Sao Tome and Principe,2022,,,,,<0.1,,6.0,11.67,3.32,0.28,0.51
678,Sao Tome and Principe,2023,,,,,,,6.0,,,,0.39
678,Sao Tome and Principe,2024,,,,,,,6.0,,,,
682,Saudi Arabia,2000,,,,,,,,,,,
682,Saudi Arabia,2001,,,,,1.1,,,5.17,,,
682,Saudi Arabia,2002,,,,,1.1,,,5.08,,,
682,Saudi Arabia,2003,,,,,1.1,,,4.5,,,
682,Saudi Arabia,2004,,,,,1.1,,,3.9,,,
682,Saudi Arabia,2005,,,,,1.1,,,3.22,,,
682,Saudi Arabia,2006,,,,,1.1,,9.0,2.95,,,
682,Saudi Arabia,2007,,,,,1.2,,9.0,2.77,,,
682,Saudi Arabia,2008,,,,,1.5,,9.0,2.32,,,
682,Saudi Arabia,2009,,,,,1.9,,9.0,2.85,,,
682,Saudi Arabia,2010,,,,,2.3,,9.0,2.64,0.74,0.28,0.19
682,Saudi Arabia,2011,,,,,2.4,,9.0,2.17,0.74,0.34,-0.42
682,Saudi Arabia,2012,,,,,2.3,,9.0,2.08,0.73,0.35,0.52
682,Saudi Arabia,2013,,,,,1.8,,9.0,2.16,0.74,0.34,0.56
682,Saudi Arabia,2014,,,,,1.6,,9.0,2.23,0.73,0.33,-0.64
682,Saudi Arabia,2015,,,,,1.4,,9.0,2.62,0.73,0.28,-0.49
682,Saudi Arabia,2016,,,,,1.4,,9.0,2.69,0.83,0.31,-1.67
682,Saudi Arabia,2017,,,,,1.4,,9.0,2.53,0.54,0.21,0.34
682,Saudi Arabia,2018,,,,,1.5,,9.0,2.14,0.94,0.44,1.83
682,Saudi Arabia,2019,,,,,1.5,,9.0,2.2,0.66,0.3,1.17
682,Saudi Arabia,2020,,,,,1.4,,9.0,2.54,0.79,0.31,1.83
682,Saudi Arabia,2021,,,,,1.3,,9.0,2.31,,,0.1
682,Saudi Arabia,2022,,,,,1.1,,9.0,2.06,,,-0.18
682,Saudi Arabia,2023,,,,,,,9.0,,,,-0.66
682,Saudi Arabia,2024,,,,,,,9.0,,,,
686,Senegal,2000,,,,,,,4.0,,,,
686,Senegal,2001,,,,,2.4,,4.0,16.25,,,
686,Senegal,2002,,,,,2.3,,4.0,13.38,,,
686,Senegal,2003,,,,,2.2,,4.0,15.49,,,
686,Senegal,2004,,,,,2.1,,5.0,14.2,,,
686,Senegal,2005,,,,,2,,5.0,15.18,,,
686,Senegal,2006,,,,,1.9,,16.0,13.4,,,
686,Senegal,2007,,,,,1.6,,16.0,12.25,,,
686,Senegal,2008,,,,,1.4,,16.0,14.69,,,
686,Senegal,2009,,,,,1.3,,16.0,16.11,3.67,0.23,
686,Senegal,2010,,,,,1.4,,16.0,15.95,3.71,0.23,0.19
686,Senegal,2011,1008.0,3141.49,,,1.4,,16.0,12.95,3.65,0.28,0.56
686,Senegal,2012,,,,,1.5,,16.0,14.1,3.56,0.25,-0.22
686,Senegal,2013,,,,,1.5,,16.0,13.72,3.63,0.26,-0.55
686,Senegal,2014,,,,,1.5,,16.0,13.37,3.92,0.29,-0.83
686,Senegal,2015,,,,,1.4,3170.3,16.0,14.28,3.6,0.25,0.18
686,Senegal,2016,,,,,1.2,3108.1,16.0,14.41,3.86,0.27,0.45
686,Senegal,2017,,,,,1.1,3090.8,16.0,14.98,2.73,0.18,-0.9
686,Senegal,2018,1069.06,4730.95,5.76,12.02,1,3122.6,16.0,14.99,3.45,0.23,-0.2
686,Senegal,2019,942.52,9001.43,7.92,9.72,0.9,3056.1000000000004,16.0,14.9,3.92,0.26,-0.26
686,Senegal,2020,,,,,0.8,2999.7,19.0,16.21,3.72,0.23,0.11
686,Senegal,2021,1041.55,,8.95,,0.8,2970.5,19.0,15.32,4.31,0.28,-0.04
686,Senegal,2022,,,,,0.8,2980.6,19.0,15.6,5.21,0.33,1.66
686,Senegal,2023,,,,,,,19.0,,,,-0.14
686,Senegal,2024,,,,,,,19.0,,,,
688,Serbia,2000,,,,,,,7.0,,,,
688,Serbia,2001,,,,,0.4,,7.0,14.65,,,
688,Serbia,2002,,,,,0.3,,7.0,9.77,,,
688,Serbia,2003,,,,,0.3,,7.0,8.09,2.59,0.32,
688,Serbia,2004,,,,,0.3,,10.0,8.53,4.17,0.49,
688,Serbia,2005,,,,,0.3,,10.0,6.74,2.06,0.31,
688,Serbia,2006,,,,,0.3,,17.0,6.82,1.99,0.29,
688,Serbia,2007,3188.78,7043.0,,,0.3,,17.0,6.12,1.83,0.3,
688,Serbia,2008,,,,,0.3,,17.0,7.44,2.06,0.28,
688,Serbia,2009,,,,,,,17.0,7.2,1.26,0.17,
688,Serbia,2010,,,,,,,17.0,6.6,1.87,0.28,-0.42
688,Serbia,2011,,,,,,,17.0,7.45,1.81,0.24,0.29
688,Serbia,2012,,,,,,,17.0,6.43,2.3,0.36,0.11
688,Serbia,2013,,,,,,,17.0,7.41,2.18,0.29,-0.53
688,Serbia,2014,,,,,,,17.0,7.07,2.21,0.31,-0.4
688,Serbia,2015,,,,,,737.6,17.0,6.71,2.21,0.33,0.04
688,Serbia,2016,,,,,,825.0,17.0,6.81,2.14,0.31,-0.22
688,Serbia,2017,,,,,,808.3,17.0,6.01,2.24,0.37,0.18
688,Serbia,2018,,,,,,798.7,17.0,6.34,2.13,0.34,0.09
688,Serbia,2019,,,,,,765.8,17.0,5.95,2.38,0.4,0.22
688,Serbia,2020,,,,,,888.5,17.0,6.34,2.08,0.33,0.4
688,Serbia,2021,,,,,,927.8,17.0,6.53,2.03,0.31,0.44
688,Serbia,2022,,,,,,808.3,17.0,7.01,2.36,0.34,1.83
688,Serbia,2023,,,,,,,17.0,,,,0.87
688,Serbia,2024,,,,,,,20.0,,,,
690,Seychelles,2000,,,,,,,,,,,
690,Seychelles,2001,,,,,<0.1,,,3.73,4.05,1.08,
690,Seychelles,2002,,,,,<0.1,,,3.81,1.63,0.43,
690,Seychelles,2003,,,,,<0.1,,,3.48,2.68,0.77,
690,Seychelles,2004,,,,,<0.1,,,3.46,3.75,1.08,
690,Seychelles,2005,,,,,<0.1,,,3.25,3.05,0.94,
690,Seychelles,2006,,,,,<0.1,,1.0,2.98,3.17,1.06,
690,Seychelles,2007,,,,,<0.1,,1.0,2.68,4.54,1.69,
690,Seychelles,2008,,,,,<0.1,,1.0,2.5,0.68,0.27,
690,Seychelles,2009,,,,,<0.1,,1.0,2.21,1.12,0.51,
690,Seychelles,2010,,,,,<0.1,,1.0,2.22,1.43,0.65,-0.44
690,Seychelles,2011,,,,,<0.1,,1.0,2.19,0.77,0.35,-0.14
690,Seychelles,2012,,,,,<0.1,,1.0,1.98,0.65,0.33,-0.74
690,Seychelles,2013,,,,,<0.1,,1.0,2.63,1.78,0.68,0.55
690,Seychelles,2014,,,,,<0.1,,1.0,2.33,1.62,0.7,-0.76
690,Seychelles,2015,,,,,<0.1,,1.0,2.31,2.26,0.98,-0.81
690,Seychelles,2016,,,,,<0.1,,1.0,2.28,2.02,0.89,0.1
690,Seychelles,2017,,,,,<0.1,,1.0,2.83,1.68,0.59,-0.78
690,Seychelles,2018,,,,,<0.1,,1.0,2.68,2.14,0.8,-1.21
690,Seychelles,2019,,,,,,,1.0,2.71,0.51,0.19,-0.09
690,Seychelles,2020,,,,,,,1.0,2.71,0.7,0.26,0.74
690,Seychelles,2021,,,,,,,1.0,2.88,4.01,1.39,1.05
690,Seychelles,2022,,,,,,,1.0,2.87,3.48,1.21,-0.21
690,Seychelles,2023,,,,,,,1.0,,,,0.05
690,Seychelles,2024,,,,,,,1.0,,,,
694,Sierra Leone,2000,,,,,,,,,,,
694,Sierra Leone,2001,,,,,2.4,,,45.14,,,
694,Sierra Leone,2002,,,,,2.5,,,46.21,,,
694,Sierra Leone,2003,,,,,2.6,,,46.36,,,
694,Sierra Leone,2004,,,,,2.7,,,48.49,,,
694,Sierra Leone,2005,,,,,2.6,,,49.39,,,
694,Sierra Leone,2006,,,,,2.5,,,50.29,,,
694,Sierra Leone,2007,,,,,2.5,,,52.18,,,
694,Sierra Leone,2008,,,,,2.4,,,53.65,,,
694,Sierra Leone,2009,,,,,2.1,,,55.26,,,
694,Sierra Leone,2010,,,,,1.7,,,52.94,,,0.53
694,Sierra Leone,2011,788.26,2543.59,,,1.4,,,54.59,,,0.23
694,Sierra Leone,2012,,,,,1.5,,,50.59,,,-0.41
694,Sierra Leone,2013,,,,,1.6,,,47.98,1.55,0.03,-0.3
694,Sierra Leone,2014,,,,,1.7,,,51.79,0.12,0.0,-0.38
694,Sierra Leone,2015,,,,,1.8,3229.5,,58.76,2.55,0.04,1.92
694,Sierra Leone,2016,,,,,1.9,3579.5,,57.75,1.44,0.02,0.74
694,Sierra Leone,2017,,,,,2,3756.7,,60.29,1.71,0.03,0.46
694,Sierra Leone,2018,467.71,18476.39,,,2.2,3878.6,,58.93,0.98,0.02,0.27
694,Sierra Leone,2019,,,,,2.3,4103.6,,58.15,1.2,0.02,-5.34
694,Sierra Leone,2020,,,,,2.3,4300.2,,59.49,1.52,0.03,0.12
694,Sierra Leone,2021,,,,,2.4,4552.4,,57.45,1.3,0.02,1.11
694,Sierra Leone,2022,,,,,2.4,4650.7,,50.75,0.48,0.01,0.75
694,Sierra Leone,2023,,,,,,,,,,,1.11
694,Sierra Leone,2024,,,,,,,,,,,
702,Singapore,2001,,,,,,,,0.08,0.17,2.01,
702,Singapore,2002,,,,,,,,0.07,0.24,3.31,
702,Singapore,2003,,,,,,,,0.06,0.25,4.04,
702,Singapore,2004,,,,,,,,0.06,0.21,3.81,
702,Singapore,2005,,,,,,,,0.06,0.21,3.78,
702,Singapore,2006,,,,,,,,0.05,0.18,3.6,
702,Singapore,2007,,,,,,,,0.04,0.3,6.89,
702,Singapore,2008,,,,,,,,0.04,0.23,5.5,
702,Singapore,2009,,,,,,,,0.04,0.22,5.45,
702,Singapore,2010,,,,,,,,0.04,0.25,6.8,-2.18
702,Singapore,2011,,,,,,,,0.03,0.25,7.11,-1.23
702,Singapore,2012,,,,,,,,0.03,0.28,8.42,-1.03
702,Singapore,2013,,,,,,,,0.03,0.28,8.04,0.22
702,Singapore,2014,,,,,,,,0.03,0.27,7.83,1.19
702,Singapore,2015,,,,,,,,0.03,0.25,7.68,0.64
702,Singapore,2016,,,,,,,,0.03,0.31,9.78,0.91
702,Singapore,2017,,,,,,,,0.03,0.3,9.78,-0.03
702,Singapore,2018,,,,,,240.7,,0.03,0.26,8.78,-0.01
702,Singapore,2019,,,,,,232.39999999999998,,0.03,0.22,6.86,-0.1
702,Singapore,2020,,,,,,239.6,,0.03,0.15,4.46,1.0
702,Singapore,2021,,,,,,345.20000000000005,,0.03,0.23,6.9,-0.9
702,Singapore,2022,,,,,,404.4,,0.03,,,-0.62
702,Singapore,2023,,,,,,,,,,,-0.4
703,Slovakia,2000,,,,,,,12.0,,,,
703,Slovakia,2001,,,,,0.3,,12.0,2.12,4.28,2.02,
703,Slovakia,2002,,,,,0.3,,12.0,2.04,2.63,1.29,
703,Slovakia,2003,,,,,0.3,,14.0,1.81,2.57,1.42,
703,Slovakia,2004,,,,,0.3,,12.0,1.67,2.83,1.7,
703,Slovakia,2005,,,,,0.3,,11.0,1.62,3.59,2.22,
703,Slovakia,2006,,,,,0.3,,23.0,1.85,3.25,1.76,
703,Slovakia,2007,,,,,0.3,,23.0,2.3,3.23,1.41,
703,Slovakia,2008,,,,,0.3,,23.0,2.53,3.49,1.38,
703,Slovakia,2009,,,,,0.3,,23.0,2.09,4.08,1.96,
703,Slovakia,2010,,,54.8,381.97,0.3,,23.0,1.57,3.85,2.46,0.9
703,Slovakia,2011,,,,,0.3,,23.0,1.88,3.67,1.95,0.47
703,Slovakia,2012,,,,,0.3,,23.0,1.9,0.8,0.42,0.17
703,Slovakia,2013,,,57.91,407.58,0.3,,23.0,2.22,0.84,0.38,0.33
703,Slovakia,2014,,,,,0.3,,23.0,2.75,0.77,0.28,-0.48
703,Slovakia,2015,,,,,0.3,286.1,23.0,2.2,0.86,0.39,-0.06
703,Slovakia,2016,,,71.85,461.01,0.3,,23.0,2.24,0.6,0.27,-1.01
703,Slovakia,2017,,,,,0.2,,23.0,2.09,0.56,0.27,1.11
703,Slovakia,2018,,,,,0.2,229.7,23.0,2.15,0.54,0.25,0.15
703,Slovakia,2019,,,,,0.2,275.9,23.0,1.67,0.62,0.37,0.36
703,Slovakia,2020,,,67.57,441.35,0.2,354.4,23.0,1.73,0.61,0.35,-0.13
703,Slovakia,2021,,,,,0.2,385.20000000000005,23.0,1.74,0.58,0.33,-0.67
703,Slovakia,2022,,,,,0.2,427.8,23.0,2.18,0.6,0.28,2.3
703,Slovakia,2023,,,,,,,23.0,,,,1.54
703,Slovakia,2024,,,,,,,23.0,,,,
704,Viet Nam,2000,,,,,,,33.0,,,,
704,Viet Nam,2001,,,,,15.6,,33.0,23.3,,,
704,Viet Nam,2002,,,,,14.3,,35.0,23.08,,,
704,Viet Nam,2003,,,,,13.1,,35.0,22.6,,,
704,Viet Nam,2004,,,,,12.7,,35.0,20.06,,,
704,Viet Nam,2005,,,,,12.7,,36.0,19.3,,,
704,Viet Nam,2006,,,,,12.6,,64.0,18.06,3.48,0.19,
704,Viet Nam,2007,,,,,11.8,,63.0,17.29,3.62,0.21,
704,Viet Nam,2008,,,,,10.9,,63.0,18.18,3.44,0.19,
704,Viet Nam,2009,,,,,9.9,,63.0,16.34,5.5,0.34,
704,Viet Nam,2010,3528.4,14981.06,,,9.2,,63.0,15.38,5.04,0.33,-0.37
704,Viet Nam,2011,,,,,8.2,,63.0,16.26,5.73,0.35,0.56
704,Viet Nam,2012,,,,,7.9,,63.0,16.2,5.34,0.33,-1.5
704,Viet Nam,2013,,,,,7.5,,63.0,15.22,5.58,0.37,-1.24
704,Viet Nam,2014,,,,,7.5,,63.0,14.88,5.26,0.35,-0.2
704,Viet Nam,2015,,,,,7.2,,63.0,14.47,5.07,0.35,-0.04
704,Viet Nam,2016,,,,,7,,63.0,13.82,4.97,0.36,-0.38
704,Viet Nam,2017,,,,,6.6,4528.0,63.0,12.93,4.24,0.33,-1.21
704,Viet Nam,2018,,,,,6.2,4589.8,63.0,12.31,4.84,0.39,0.12
704,Viet Nam,2019,,,,,5.8,4798.5,63.0,11.78,5.2,0.44,0.45
704,Viet Nam,2020,,,,,5.3,5731.1,66.0,12.66,5.03,0.4,1.38
704,Viet Nam,2021,,,,,5.1,6793.6,66.0,12.56,4.16,0.33,-0.42
704,Viet Nam,2022,,,,,5.1,8241.2,66.0,11.88,4.8,0.4,-0.09
704,Viet Nam,2023,,,,,,,66.0,,,,-0.14
704,Viet Nam,2024,,,,,,,66.0,,,,
705,Slovenia,2000,,,,,,,6.0,,,,
705,Slovenia,2001,,,,,,,6.0,2.79,2.08,0.74,
705,Slovenia,2002,,,,,,,6.0,2.98,2.25,0.75,
705,Slovenia,2003,,,,,,,12.0,2.25,2.39,1.06,
705,Slovenia,2004,,,,,,,13.0,2.43,2.01,0.83,
705,Slovenia,2005,,,,,,,17.0,2.43,1.51,0.62,
705,Slovenia,2006,,,,,,,29.0,2.12,1.63,0.77,
705,Slovenia,2007,,,,,,,29.0,2.05,1.54,0.75,
705,Slovenia,2008,,,,,,,29.0,1.83,1.65,0.9,
705,Slovenia,2009,,,,,,,29.0,1.82,1.41,0.78,
705,Slovenia,2010,,,45.16,162.32,,,29.0,1.89,1.04,0.55,-0.59
